user_id,produit_id,vue_produit,favori,ajout_panier,achat
305,436,7,0,5,0
533,375,9,1,9,1
664,25,10,0,1,0
154,233,9,0,4,0
178,272,7,0,2,0
735,346,10,0,4,0
790,375,5,0,0,0
609,386,9,0,6,1
473,371,2,0,5,0
74,437,8,0,6,1
818,2,6,1,8,1
922,104,1,1,7,1
433,180,3,0,3,0
799,309,5,0,1,0
514,240,7,0,4,0
70,437,8,0,1,0
83,189,10,0,5,0
91,309,3,0,2,0
368,30,3,1,5,1
596,422,1,0,4,0
164,123,4,0,4,1
882,229,1,0,0,0
255,282,8,0,5,0
453,298,10,0,5,0
436,432,1,0,4,0
373,478,8,0,2,0
910,329,5,0,5,0
539,50,1,0,1,0
606,447,4,1,5,0
699,452,4,0,3,0
710,234,4,0,2,0
169,332,9,1,0,0
36,357,8,0,10,1
909,406,2,0,1,1
626,46,7,0,5,0
17,230,7,0,4,0
365,285,7,0,3,0
844,468,1,0,0,0
636,28,1,0,8,1
346,427,4,0,1,0
191,75,8,0,4,0
916,260,8,1,1,0
134,110,9,0,5,0
769,170,1,0,4,0
688,271,8,0,3,1
547,145,2,1,2,0
483,268,5,0,4,0
97,423,8,0,1,1
173,18,4,1,0,0
673,74,3,0,4,1
95,302,9,1,2,1
773,313,4,0,1,0
189,108,5,0,3,0
749,456,10,0,0,0
859,265,9,0,1,0
104,479,10,0,5,1
777,497,4,0,5,0
988,62,8,0,0,0
198,396,7,0,1,0
927,150,10,0,3,1
677,74,8,0,3,0
33,231,2,0,5,1
755,128,6,0,3,1
209,460,8,0,0,0
410,216,2,0,3,0
134,213,9,0,0,0
691,132,7,0,4,0
373,328,6,0,6,1
232,436,5,1,1,1
724,464,1,0,2,1
434,395,2,0,2,0
170,331,10,0,5,0
833,9,3,0,3,0
497,409,5,0,2,0
124,351,10,0,1,1
374,257,6,0,4,1
982,227,7,0,7,1
385,428,8,0,5,0
835,41,9,0,4,0
109,93,1,0,1,0
547,248,10,0,4,0
930,353,2,0,4,0
227,484,5,0,2,0
909,471,7,0,5,0
624,358,1,0,3,0
383,118,4,0,1,0
27,80,8,1,5,0
858,489,8,0,8,1
452,300,1,0,2,0
735,441,8,0,1,0
778,406,8,1,3,1
822,7,2,0,3,0
96,183,3,0,8,1
888,448,1,0,1,1
321,335,7,0,6,1
131,252,10,1,6,1
925,172,9,0,3,0
56,39,2,0,2,0
43,409,2,0,2,0
367,195,3,0,5,0
140,204,2,0,1,0
484,439,8,0,3,0
591,238,3,0,4,1
779,87,6,0,2,1
49,411,9,0,5,0
674,163,9,0,7,1
967,292,7,1,9,1
467,461,1,0,1,0
769,249,8,0,3,1
775,380,1,0,5,0
113,335,8,1,5,1
794,311,4,0,1,0
779,287,6,0,3,0
833,433,10,0,9,1
111,357,3,0,2,0
387,21,4,0,0,0
305,23,7,0,5,0
265,439,6,1,8,1
170,11,1,0,4,0
552,117,5,0,1,0
433,441,2,0,1,0
106,306,2,0,0,0
12,150,6,0,0,0
850,428,5,0,1,0
440,291,7,0,1,1
843,317,2,0,4,0
614,497,4,1,1,0
24,307,8,0,3,0
363,451,3,0,2,0
251,172,5,1,1,0
2,387,4,0,4,1
881,85,8,0,9,1
409,494,10,0,4,0
668,290,10,0,3,0
379,284,6,0,3,0
351,222,2,0,2,0
804,473,2,0,5,1
714,335,8,0,3,0
675,400,4,0,1,0
793,279,3,0,1,1
179,193,4,1,5,0
727,430,10,1,1,0
823,422,2,0,1,0
414,244,8,0,2,0
707,469,7,0,3,0
544,125,7,0,3,0
238,135,8,0,1,1
204,322,9,1,3,0
791,45,5,0,3,0
500,135,9,0,1,0
654,306,9,0,0,0
852,227,4,0,1,0
570,246,2,0,0,0
59,418,10,0,0,0
898,302,5,0,0,0
717,33,9,0,9,1
79,124,9,0,1,0
209,273,1,0,3,0
769,244,9,0,5,0
135,353,1,0,4,0
259,403,3,0,0,0
878,500,7,0,6,1
689,112,4,0,3,0
50,320,3,0,8,1
125,257,8,0,1,0
477,113,5,0,2,0
938,442,10,0,4,0
240,70,3,0,2,0
295,478,8,0,3,0
982,252,8,1,3,0
319,113,1,0,3,1
743,387,3,0,1,0
173,478,2,0,5,0
57,32,1,0,5,0
159,410,8,0,3,1
50,96,3,0,5,0
418,350,6,1,9,1
573,222,10,0,4,0
650,146,3,0,3,0
958,311,6,0,3,0
228,57,5,0,6,1
408,477,10,0,3,0
709,69,6,0,4,0
37,328,9,0,9,1
883,460,4,0,10,1
600,21,7,0,8,1
918,53,6,0,0,0
581,360,4,0,0,0
309,458,4,0,3,0
792,70,6,0,5,0
458,313,9,0,5,0
404,310,1,0,2,0
8,103,4,0,4,0
586,447,6,0,4,0
68,436,7,0,0,0
918,478,3,0,2,0
227,163,1,1,1,0
971,19,8,1,3,0
236,202,5,0,4,0
483,394,6,0,0,0
467,204,9,0,3,0
982,82,2,0,4,0
378,361,9,1,0,0
863,196,3,0,1,0
572,62,9,0,5,0
911,91,2,0,1,0
647,122,9,0,4,0
79,26,1,0,1,0
666,325,4,0,2,0
19,455,7,0,5,0
110,452,9,1,5,1
263,350,10,0,0,0
265,22,9,0,7,1
939,80,6,0,3,0
257,37,9,0,2,0
155,104,8,0,4,0
374,48,3,0,2,0
265,136,3,1,2,0
962,190,5,0,5,0
743,363,4,0,4,0
137,466,2,0,4,0
73,272,9,1,4,0
443,209,9,0,3,0
624,203,3,1,0,0
610,184,3,0,1,0
530,359,2,0,4,0
919,68,9,0,3,1
985,193,2,0,2,0
39,407,3,0,2,1
473,224,8,0,1,1
259,489,1,0,3,0
289,216,4,0,0,0
313,239,3,0,5,1
989,15,10,0,1,0
958,164,8,0,2,0
391,366,6,1,1,0
148,260,3,0,1,0
146,383,10,0,3,0
671,90,9,1,0,0
237,210,9,0,3,0
483,217,9,0,3,0
735,379,1,0,1,0
846,22,2,0,5,0
89,229,3,0,3,0
682,207,6,0,5,0
121,326,6,0,4,0
74,180,3,0,5,0
7,311,6,0,1,0
388,258,7,0,0,0
55,498,8,0,2,0
139,275,5,1,1,0
690,32,6,0,4,0
382,343,9,0,5,1
643,352,1,0,2,0
629,242,8,0,3,0
85,111,10,0,5,0
945,466,2,0,5,0
47,38,10,0,0,0
188,319,9,0,3,1
95,210,8,0,2,1
422,361,10,0,1,0
888,220,6,0,4,0
847,208,10,1,5,1
772,268,4,0,4,0
841,371,10,0,1,0
491,179,9,0,9,1
340,221,5,0,2,0
307,169,7,0,1,0
533,141,3,0,3,0
394,90,4,0,2,0
929,452,5,0,6,1
97,118,1,0,0,0
511,42,7,1,5,0
358,70,3,0,0,0
313,453,8,0,0,0
592,465,6,1,5,0
813,38,4,0,1,0
741,324,1,0,4,0
366,73,5,1,0,0
553,131,10,0,4,0
382,146,3,0,1,0
503,250,6,0,2,0
222,494,1,0,1,0
866,112,1,0,1,0
47,278,10,0,5,1
691,92,10,0,3,0
175,481,10,0,3,0
108,310,6,0,2,0
435,133,10,0,1,0
355,396,5,0,5,0
703,41,10,0,1,0
997,194,3,0,1,0
333,40,4,0,2,0
977,282,10,0,2,0
1000,484,6,0,3,0
757,91,1,0,3,0
405,483,1,0,2,0
52,435,10,1,3,0
355,41,7,0,1,1
483,360,6,0,3,0
279,88,4,0,5,0
26,310,5,0,3,0
11,465,9,0,0,0
292,365,5,0,2,0
176,414,6,0,3,0
554,86,4,0,3,0
311,327,7,0,4,0
356,81,8,0,1,0
82,119,4,0,5,0
154,92,2,0,4,0
149,211,4,0,5,0
622,444,8,0,2,0
116,185,1,0,0,0
279,13,9,0,2,0
629,378,1,0,1,0
64,42,9,0,2,0
244,439,1,0,3,0
999,303,5,0,1,0
233,398,2,0,1,0
57,379,1,0,1,0
44,146,6,0,6,1
324,99,9,0,3,0
306,113,3,0,3,0
241,438,8,0,5,0
880,249,8,0,1,0
568,493,8,0,1,0
800,440,9,0,1,0
110,440,6,0,1,0
330,205,4,0,0,0
299,383,3,1,5,1
469,67,2,0,3,0
688,174,7,0,4,1
753,43,10,0,10,1
105,421,3,0,5,0
779,134,4,0,4,0
588,189,3,0,5,0
255,464,1,0,10,1
475,279,3,1,2,1
151,477,8,0,1,0
844,41,3,0,7,1
203,369,7,0,3,0
994,117,10,0,3,0
78,182,8,0,1,0
416,211,9,0,5,0
354,276,5,0,4,0
293,55,5,0,3,0
760,328,6,0,0,0
29,455,5,0,5,0
862,404,8,1,6,1
17,415,10,0,1,0
114,71,9,0,5,1
77,115,10,0,1,0
214,271,10,0,0,0
750,258,5,0,4,1
635,169,5,0,4,0
283,386,10,0,2,0
787,310,7,0,0,0
574,6,10,0,0,0
302,60,4,0,0,0
591,181,9,0,0,0
942,465,10,0,2,0
72,359,2,0,3,0
811,377,6,0,1,0
781,352,10,0,1,0
236,427,7,1,6,1
768,439,10,0,5,0
892,415,1,0,4,0
856,333,1,0,2,0
280,9,9,0,1,0
965,166,6,0,5,0
406,161,2,0,4,0
278,233,4,0,5,0
750,99,4,1,9,1
930,166,10,0,2,0
859,282,6,0,4,1
194,483,6,0,3,0
966,62,1,0,4,0
201,115,5,0,0,0
449,411,8,0,10,1
368,392,4,1,10,1
540,111,10,0,3,0
483,77,9,0,2,0
515,41,2,0,5,0
521,52,7,0,4,0
157,209,10,0,7,1
679,263,6,0,0,0
807,180,2,0,3,0
170,304,10,0,0,0
405,65,4,0,4,0
828,174,9,0,0,0
68,289,5,0,0,0
522,73,7,0,4,0
747,95,5,0,5,0
34,197,7,0,5,0
144,402,8,0,0,0
108,448,6,0,2,0
267,193,2,0,4,0
941,378,6,0,2,0
941,471,4,1,5,0
181,227,2,0,5,0
92,312,9,0,8,1
108,250,4,1,1,0
693,281,9,0,3,0
990,474,3,0,4,0
304,67,3,0,4,0
808,466,4,0,3,0
32,53,4,0,1,0
65,29,1,0,3,1
15,348,6,0,5,0
658,193,9,0,3,0
878,5,10,1,5,0
904,130,1,0,2,0
168,291,8,0,4,0
392,161,10,0,3,0
341,173,4,0,5,0
921,95,8,0,0,0
213,430,6,0,1,0
518,434,3,1,5,0
989,182,8,0,4,0
605,411,6,0,5,0
133,139,10,0,2,0
633,446,1,0,4,0
203,320,5,1,4,0
238,338,7,0,0,0
743,473,4,0,2,0
207,42,2,0,5,1
194,259,3,0,3,0
917,263,8,1,5,1
799,418,7,0,5,0
343,49,7,0,4,0
150,401,8,0,1,0
480,90,1,0,2,0
305,415,8,0,1,0
408,180,4,0,1,0
661,465,2,0,5,0
194,32,10,0,9,1
574,197,6,0,5,1
687,279,1,0,4,0
645,244,1,0,1,0
192,219,1,0,2,0
804,300,8,0,2,0
589,380,5,0,5,0
736,152,3,0,0,0
515,226,7,0,0,0
943,193,2,0,2,0
479,177,4,0,0,0
794,56,5,0,4,0
155,73,2,1,3,1
458,443,3,0,3,0
794,24,2,1,9,1
112,136,4,0,5,0
177,355,7,0,3,0
842,305,4,0,1,0
511,328,8,0,5,0
532,439,8,0,0,0
521,180,5,0,9,1
315,59,3,1,2,1
44,125,7,1,4,0
49,426,6,0,2,0
306,327,2,0,0,0
41,454,5,0,2,0
689,439,1,0,0,0
502,420,6,0,2,1
945,273,5,0,5,0
454,450,1,0,5,0
321,420,2,0,1,0
778,347,7,0,2,0
76,112,3,1,1,0
274,207,3,0,5,1
89,459,8,0,10,1
765,1,4,0,4,0
60,68,7,0,1,0
918,311,8,0,3,0
189,73,6,0,8,1
211,105,4,0,8,1
409,61,10,0,6,1
491,160,1,0,2,0
250,228,4,0,3,0
918,240,1,0,0,0
444,459,4,0,5,0
867,270,10,0,5,0
109,273,6,1,0,0
591,169,10,0,5,0
760,131,4,0,3,0
889,342,8,0,1,1
694,481,10,0,2,0
316,91,9,0,2,0
808,69,7,0,5,0
20,17,9,1,2,0
536,498,4,0,5,0
463,49,6,0,3,0
159,378,9,0,3,0
489,342,10,0,1,0
692,269,9,0,1,0
244,174,3,0,3,0
148,394,10,0,3,1
920,136,6,0,5,0
881,141,2,0,4,0
381,414,3,0,2,0
318,388,5,0,1,1
2,383,2,0,3,0
887,222,9,0,0,0
707,23,1,0,1,0
441,387,7,1,5,1
664,357,2,0,4,0
65,21,6,1,5,1
795,270,10,0,6,1
286,289,7,0,8,1
637,282,9,0,2,0
809,416,4,0,7,1
324,25,1,1,1,1
927,108,7,0,4,0
5,413,7,0,5,0
861,163,6,0,4,0
187,47,4,0,5,0
29,339,6,1,4,0
6,408,10,0,2,0
620,15,3,0,1,1
390,361,4,0,1,0
756,409,8,0,7,1
482,443,8,0,4,1
853,191,6,0,5,0
890,394,3,0,0,0
841,281,4,0,1,1
734,342,1,0,5,0
237,116,6,0,0,0
555,6,8,0,3,0
93,412,7,0,4,0
40,121,2,0,5,0
452,160,9,0,8,1
821,405,3,0,4,1
927,350,3,0,3,0
203,55,3,1,10,1
71,60,9,0,8,1
269,143,8,0,3,0
718,316,6,0,7,1
335,230,5,0,5,0
901,67,3,0,4,0
99,470,8,0,5,0
50,291,4,0,5,0
88,116,4,0,4,0
885,255,5,0,5,0
509,487,10,0,2,0
959,351,9,0,4,0
985,324,4,0,7,1
673,142,9,0,4,0
184,193,10,0,2,0
427,413,4,0,1,0
339,432,9,0,4,0
460,134,2,0,1,0
837,72,10,0,4,0
61,97,6,0,2,0
317,95,9,0,0,0
40,339,7,0,2,0
661,230,5,0,10,1
499,201,3,0,2,0
429,386,8,0,4,0
968,496,7,0,5,1
642,387,2,0,0,0
75,56,3,1,5,0
691,351,5,0,3,0
695,266,3,0,4,0
974,346,1,0,4,0
677,98,9,1,5,0
736,183,10,1,2,0
424,1,7,0,1,0
742,317,2,1,3,1
402,101,2,0,2,0
214,339,4,0,5,0
980,161,1,0,5,0
497,409,5,0,7,1
980,396,10,0,2,0
440,18,7,0,4,0
555,500,1,0,3,0
583,165,7,0,2,0
943,75,5,0,5,0
273,14,10,0,0,0
996,456,1,0,5,1
642,345,6,1,2,1
104,277,9,1,2,0
867,318,4,0,7,1
16,442,7,0,0,0
64,186,8,0,0,0
612,365,2,0,4,1
582,57,1,0,3,0
548,98,8,0,1,0
546,389,1,0,3,0
904,18,3,0,5,0
796,477,5,0,5,0
210,229,8,0,5,0
431,487,7,1,8,1
511,437,4,0,10,1
615,104,4,0,0,0
332,447,2,0,4,1
265,439,7,0,3,0
555,350,3,0,1,0
316,394,5,0,3,1
31,403,8,0,8,1
850,88,4,0,5,0
445,155,3,0,5,0
599,402,3,0,1,0
550,320,2,0,1,0
923,397,7,0,10,1
684,370,2,0,4,0
157,277,8,0,2,0
967,36,5,0,0,0
989,45,3,0,1,0
917,82,8,1,3,0
194,201,3,0,10,1
14,252,3,1,4,0
1,329,5,0,0,0
413,268,7,0,6,1
838,449,1,0,5,0
849,358,2,0,10,1
288,263,6,0,5,0
622,72,2,0,7,1
114,489,7,0,3,0
494,475,6,0,3,0
76,499,9,0,3,1
521,151,1,0,3,0
361,261,7,0,5,0
33,491,2,0,3,0
910,284,7,0,2,0
585,446,2,0,3,0
954,104,5,0,1,0
973,61,7,0,5,0
830,93,8,0,1,0
117,127,8,0,3,0
282,368,2,0,7,1
410,142,6,0,4,0
869,89,4,0,2,0
653,163,8,0,0,0
791,313,6,0,1,0
931,7,9,1,7,1
559,405,6,0,10,1
80,35,10,0,10,1
70,396,3,0,0,0
229,439,7,0,0,0
468,278,9,0,5,0
628,255,1,0,7,1
650,177,6,1,0,0
570,389,4,0,3,0
988,496,5,0,3,1
644,237,1,0,3,0
138,345,10,1,4,0
591,351,7,0,1,0
999,323,3,0,1,1
558,387,4,0,4,0
846,254,10,0,0,0
685,315,5,0,1,0
640,144,3,0,0,0
829,59,10,0,2,0
118,293,3,0,9,1
229,112,10,0,1,0
179,387,5,0,5,0
508,350,8,0,1,0
600,478,6,0,10,1
221,474,2,0,1,0
114,328,8,0,1,1
465,225,5,0,3,0
116,486,2,0,5,0
970,109,6,0,4,0
233,354,9,0,3,0
11,421,2,0,5,1
650,194,1,0,4,0
916,52,10,1,9,1
965,39,5,0,8,1
233,193,3,0,3,0
450,278,4,0,8,1
796,399,4,0,1,0
310,31,5,0,1,1
348,94,4,0,1,0
81,230,1,0,0,0
231,156,9,0,5,1
425,294,3,0,1,1
117,197,6,0,4,0
354,259,3,0,0,0
529,457,5,0,5,0
745,40,2,0,0,0
839,257,4,0,3,0
853,87,7,0,0,0
327,165,2,0,4,1
871,104,4,0,3,0
927,184,5,0,1,0
783,404,9,0,0,0
102,298,1,0,4,0
650,183,8,0,3,0
667,240,9,1,1,0
588,478,2,0,8,1
40,151,7,0,2,0
799,70,10,0,4,0
764,428,1,0,0,0
371,463,4,0,3,0
160,178,7,0,1,0
976,372,4,0,3,0
304,364,1,0,3,0
512,219,3,0,2,0
193,146,8,0,1,0
687,241,2,0,1,0
435,487,9,0,10,1
207,145,7,0,2,0
96,193,3,1,3,1
942,278,10,0,0,0
535,76,1,0,5,0
520,169,7,0,5,0
895,160,1,0,5,1
794,183,7,0,3,0
469,106,2,0,2,0
779,7,2,0,2,0
858,484,7,0,4,0
933,229,4,0,0,0
41,499,5,0,4,1
152,373,9,0,3,0
565,393,7,0,2,0
226,423,7,0,4,1
178,414,3,0,5,0
773,34,10,0,4,0
184,150,6,0,4,0
604,199,5,0,5,0
705,108,2,0,5,0
815,134,7,0,6,1
593,85,9,0,4,0
516,195,10,0,2,0
898,458,8,0,0,0
300,421,3,0,1,0
346,415,7,0,2,0
951,219,10,1,5,0
853,182,6,0,10,1
85,224,10,0,5,0
742,191,2,0,1,0
980,54,6,0,0,0
131,152,2,0,4,0
542,307,3,0,7,1
280,421,4,0,5,0
407,186,10,0,3,0
117,347,5,0,8,1
604,190,3,0,8,1
358,325,5,0,2,0
11,163,8,0,5,0
64,409,4,0,3,0
551,430,9,0,1,1
566,414,2,0,2,0
113,258,1,1,5,0
491,340,10,0,0,0
551,313,9,0,0,0
529,390,2,0,3,0
405,50,6,0,5,0
434,13,2,0,0,0
473,278,9,0,10,1
261,171,8,0,4,0
75,126,5,0,4,0
662,18,1,0,0,0
827,284,7,0,3,0
822,48,7,0,2,0
411,225,1,1,1,1
19,173,5,0,1,0
503,368,6,0,1,0
747,99,2,0,0,0
60,369,2,0,0,0
746,280,3,0,2,0
553,167,5,0,1,1
820,254,6,0,4,0
604,279,1,0,3,0
864,387,6,0,3,0
308,409,2,0,2,0
44,33,2,0,5,0
232,280,4,0,3,0
784,457,1,0,4,0
829,381,6,0,2,0
546,404,4,0,5,0
585,200,7,0,9,1
583,35,5,0,4,0
121,54,1,0,2,0
11,183,4,0,9,1
863,226,5,0,7,1
681,90,10,0,2,0
562,83,3,0,6,1
234,494,8,0,1,0
353,33,3,0,5,0
221,222,3,0,4,1
34,336,8,0,6,1
363,50,9,0,1,0
30,313,5,0,3,0
608,335,6,0,1,0
866,433,8,0,8,1
687,1,3,0,2,0
817,329,8,0,2,0
120,187,4,0,0,0
872,56,6,0,4,1
145,8,1,1,1,0
190,353,10,0,6,1
286,259,2,0,5,1
52,6,10,0,3,1
230,244,4,0,5,0
516,352,3,0,0,0
902,406,8,0,2,0
296,256,6,0,2,0
616,66,6,0,0,0
715,398,8,0,2,0
568,493,2,0,3,0
217,440,2,0,5,1
317,129,3,0,3,0
390,346,6,0,3,0
970,274,4,0,4,0
598,211,8,0,4,0
936,294,2,0,5,0
119,137,1,0,6,1
666,270,2,1,5,0
933,178,9,0,4,1
830,125,3,0,9,1
844,63,5,0,2,0
764,141,7,0,5,1
366,315,8,0,2,0
970,283,8,0,4,0
466,437,6,0,3,0
932,355,5,1,6,1
783,186,6,0,3,0
669,406,2,0,0,0
419,312,6,0,3,0
399,19,10,0,3,0
170,452,5,0,3,0
565,368,4,0,4,0
157,292,7,0,5,0
44,307,10,0,7,1
901,248,3,1,6,1
720,317,6,0,2,1
451,328,8,0,3,0
50,390,9,0,0,0
429,10,6,0,4,1
573,452,5,0,0,0
973,155,9,0,0,0
213,38,7,0,5,1
754,378,1,0,2,0
58,244,6,1,3,0
108,159,8,0,2,0
285,312,6,0,1,0
187,42,5,0,2,0
646,428,6,0,0,0
960,304,9,0,3,0
859,432,2,0,3,0
242,338,9,0,10,1
126,405,8,0,1,0
994,34,7,0,5,0
559,277,2,0,0,0
23,354,10,0,5,0
37,410,4,0,2,0
787,178,7,0,0,0
268,437,7,0,0,0
291,429,8,0,2,0
793,130,10,0,5,0
130,382,9,0,4,0
225,401,2,0,5,0
78,49,10,1,2,0
450,388,5,0,8,1
643,418,1,0,2,0
106,170,5,0,0,0
164,445,3,0,3,0
430,23,1,0,4,0
640,479,1,0,1,0
768,338,8,0,1,0
303,457,4,0,5,1
281,256,7,0,0,0
244,464,7,0,5,0
764,151,4,0,5,1
447,332,6,0,4,0
447,478,10,0,5,0
816,197,10,0,0,0
780,259,7,0,5,0
659,420,5,0,0,0
106,210,2,0,1,0
993,95,3,0,5,0
264,453,5,1,4,1
872,441,2,1,5,0
159,178,5,0,0,0
414,366,9,0,1,0
950,199,9,0,5,0
895,138,2,0,2,1
662,279,4,0,5,0
684,363,2,0,1,0
198,347,1,0,2,0
293,418,1,0,0,0
586,267,7,0,2,1
246,304,1,0,2,0
430,184,9,0,4,0
425,285,2,0,4,0
258,192,1,0,1,1
644,77,5,0,3,1
393,125,3,1,6,1
414,411,7,0,1,0
959,248,8,0,3,0
488,96,10,1,2,0
649,381,2,0,0,0
428,97,4,0,1,0
474,487,2,0,4,0
156,451,7,0,5,0
974,103,6,0,1,0
954,259,9,1,5,1
637,121,10,0,4,0
926,461,5,0,3,0
828,66,5,0,2,1
236,272,2,0,2,1
388,103,10,0,1,1
634,109,9,0,2,0
738,112,2,0,0,0
629,175,5,0,4,0
225,422,6,1,3,0
417,4,3,0,1,0
367,471,9,0,5,1
552,211,1,0,3,0
99,437,1,0,1,0
363,314,1,0,0,0
396,146,10,0,8,1
567,310,1,0,6,1
332,145,1,0,2,0
171,158,5,0,3,0
146,72,3,0,5,0
688,1,5,1,4,1
213,226,5,0,2,0
889,393,9,0,8,1
79,103,6,1,2,0
14,178,2,0,1,0
30,68,3,1,5,0
200,352,9,0,4,0
241,274,9,0,1,0
747,145,5,0,4,1
33,250,2,0,0,0
632,355,7,0,4,1
95,404,7,0,4,1
497,443,1,0,4,0
778,5,2,0,2,0
111,372,8,0,2,0
110,40,6,1,5,0
277,499,9,0,0,0
933,165,10,0,2,0
767,266,5,0,3,0
976,428,5,0,3,0
697,326,4,0,5,0
924,188,6,0,8,1
614,198,8,0,0,0
623,81,8,0,4,1
425,467,4,0,4,1
68,98,5,1,2,0
865,396,7,0,3,0
362,195,7,0,5,0
488,157,4,0,1,0
33,213,6,0,3,0
399,304,5,0,2,0
322,409,3,0,3,0
518,221,6,0,1,0
746,350,2,0,10,1
275,193,6,0,5,0
888,190,7,0,2,0
336,40,9,0,4,0
57,267,10,1,3,0
581,12,3,0,3,0
950,406,10,0,1,1
258,154,7,0,5,1
1000,70,9,0,5,0
805,10,1,0,0,0
579,494,4,0,1,0
69,222,4,0,1,0
859,160,5,1,5,0
930,89,4,0,4,0
492,178,6,0,2,1
934,180,7,0,2,0
531,289,8,0,0,0
952,433,5,0,3,0
349,46,1,0,2,0
509,497,1,0,5,0
76,379,8,0,4,0
856,158,3,0,4,0
108,163,1,0,1,0
106,392,10,0,1,0
609,463,3,0,0,0
202,82,4,0,2,0
138,331,7,0,1,0
122,159,5,0,2,0
479,3,5,0,1,0
949,310,9,0,3,1
477,239,9,0,3,1
158,178,6,0,3,0
765,422,7,0,2,0
591,331,1,0,4,0
178,231,1,0,3,0
712,252,5,0,5,0
601,372,5,0,3,0
461,164,2,0,2,0
237,419,4,0,5,0
936,499,2,0,2,1
387,313,1,0,5,0
47,195,6,0,3,0
303,304,10,0,3,0
727,389,2,0,1,0
68,279,3,0,4,0
494,403,4,0,2,0
558,257,10,0,0,0
432,471,9,0,1,0
321,181,7,0,3,0
469,56,5,1,0,0
558,63,9,0,3,0
685,469,7,0,5,0
710,239,5,0,2,0
499,365,3,0,4,1
355,172,7,0,1,0
373,129,2,0,2,0
821,399,4,0,0,0
768,154,8,0,7,1
138,90,5,0,1,0
446,209,3,0,4,0
403,180,1,0,4,1
964,13,2,1,5,0
286,146,10,1,0,0
845,49,1,0,3,0
735,171,9,0,4,1
636,233,7,1,4,1
383,334,1,0,5,1
413,279,3,0,3,0
880,175,1,0,1,0
266,132,5,0,4,0
10,203,1,0,2,0
836,170,6,0,0,0
156,432,5,0,3,0
871,474,7,0,5,0
349,479,2,0,9,1
889,450,3,0,5,0
773,10,4,0,2,0
338,3,8,0,1,0
918,306,3,0,1,0
765,99,3,1,0,0
680,170,3,0,4,0
716,304,10,0,4,0
629,307,10,0,1,0
263,40,10,0,5,1
197,449,4,0,4,0
68,228,10,0,4,0
88,336,1,0,2,0
656,316,6,0,2,0
976,130,4,0,10,1
598,12,7,0,2,1
765,481,2,0,2,0
947,373,1,0,5,0
233,385,7,0,4,1
269,358,10,0,1,0
589,248,9,0,3,0
102,488,6,0,9,1
108,407,3,0,5,0
733,360,10,1,1,1
8,251,10,0,5,0
659,292,8,0,3,0
106,371,9,0,0,0
161,163,10,0,5,0
760,303,4,0,5,0
94,346,6,0,4,0
88,129,7,0,2,0
474,278,3,0,0,0
870,229,4,0,4,0
310,223,5,1,5,0
299,315,1,1,6,1
115,51,3,0,3,0
766,491,5,0,8,1
511,401,10,0,3,0
692,93,9,0,3,0
207,332,3,1,1,0
244,1,3,0,1,0
78,152,9,0,0,0
814,100,9,0,0,0
118,231,6,0,2,0
85,466,3,1,4,0
103,184,7,0,2,1
159,327,4,0,0,0
604,197,7,0,3,0
559,363,5,0,10,1
420,225,7,0,4,0
277,447,10,0,2,1
198,199,10,0,5,0
820,187,9,0,4,0
95,9,7,0,2,1
130,67,4,1,2,1
983,113,10,1,3,0
377,290,2,0,4,1
729,272,3,0,2,0
632,442,9,0,1,1
760,391,10,0,5,0
89,209,6,0,4,0
930,487,8,0,2,0
732,42,3,0,1,0
935,366,8,0,0,0
927,159,6,0,1,1
974,153,4,0,3,0
819,16,9,0,5,0
577,15,2,0,1,0
13,347,5,0,10,1
751,408,8,0,0,0
946,191,1,0,2,1
920,167,3,0,5,0
810,219,5,0,2,0
147,235,5,0,2,0
669,12,1,0,1,0
617,338,3,0,3,0
326,192,4,0,3,0
937,168,4,0,8,1
758,52,2,0,0,0
662,27,4,0,2,0
944,264,7,0,6,1
518,298,8,0,4,0
309,62,8,0,3,0
702,205,2,0,3,0
155,218,2,0,2,0
330,235,4,1,2,0
627,149,5,0,3,0
94,497,4,0,4,0
35,234,10,0,4,0
942,69,4,0,1,0
663,256,5,0,4,1
192,150,10,0,1,0
829,280,4,0,5,0
98,232,4,0,1,0
109,182,1,0,8,1
988,304,6,0,2,0
646,29,10,0,5,0
172,329,6,0,4,0
110,435,7,0,10,1
17,470,3,0,4,0
145,59,3,0,7,1
759,177,7,0,4,0
598,432,4,0,3,0
290,54,3,0,3,1
565,479,2,0,2,0
304,473,2,0,5,0
724,68,7,0,2,0
691,55,7,0,1,0
772,186,6,0,5,0
752,302,2,0,3,0
367,29,8,0,8,1
901,404,1,0,4,0
204,325,1,0,5,1
906,58,8,0,2,1
381,337,7,0,5,0
902,234,3,0,4,0
140,491,9,0,2,0
618,58,1,0,1,0
423,129,8,0,3,0
95,36,4,0,4,1
913,432,6,0,0,0
514,181,3,1,3,0
98,303,5,0,5,0
329,193,4,0,0,0
876,474,8,0,2,0
519,147,6,0,5,0
941,209,2,0,2,1
440,377,4,0,5,0
526,449,8,1,3,0
346,186,10,0,8,1
57,205,3,0,2,0
717,497,5,1,3,1
733,410,8,0,9,1
570,332,10,0,1,0
148,48,1,0,1,0
583,345,6,0,4,1
902,399,1,0,2,0
660,8,2,0,1,0
734,238,8,0,0,0
33,421,10,0,0,0
123,84,4,0,0,0
